   47 |  82.7204225191  72.4433073765  67.8206469843  64.0011119722  61.5891876185  59.7742889308  35.0814324155  33.8380371632    32.26762153  29.9561956819  27.4158469077  22.6101331667
   48 |  84.0371337172  73.6826385201  69.0225857897  65.1707689036  62.7377566522  60.9066070274  35.9491310247  34.6895200633  33.0980774295  30.7545057094   28.177008953  23.2948685596
   49 |  85.3505646086  74.9194743085  70.2224135664   66.338648863   63.884767932  62.0375367853  36.8182172702  35.5425585551  33.9303056185  31.5549164627  28.9406459734  23.9828247273
   50 |  86.6608151904   76.153891249  71.4201951875  67.5048065495  65.0302694535  63.1671210057   37.688648394  36.3971047756  34.7642516835  32.3573636957  29.7066826988  24.6739052719
   51 |  87.9679804756  77.3859620161  72.6159922691  68.6692939123  66.1743067969  64.2954003352  38.5603837895  37.2531132661  35.5998639382  33.1617863691  30.4750475942  25.3680184954
   52 |  89.2721508343   78.615755715  73.8098633951  69.8321603398  67.3169232943  65.4224134143  39.4333848529  38.1105408067  36.4370932362  33.9681264312  31.2456726051   26.065077086
   53 |  90.5734123053  79.8433381223  75.0018643219  70.9934528338  68.4581601816  66.5481970136  40.3076148476  38.9693462649  37.2758927996  34.7763286167  32.0184929252  26.7649978305
   54 |  91.8718468817  81.0687719063  76.1920481663   72.153216167  69.5980567381  67.6727861578  41.1830387802  39.8294904572  38.1162180625  35.5863402635  32.7934467839  27.4677013512
   55 |  93.1675327722  82.2921168292  77.3804655764  73.3114930291  70.7366504139  68.7962142397  42.0596232866  40.6909360222  38.9580265268  36.3981111443   33.570475251  28.1731118625
   56 |  94.4605446419   83.513429932  78.5671648903  74.4683241593  71.8739769468  69.9185131249  42.9373365284  41.5536473043  39.8012776309  37.2115933117  34.3495220572  28.8811569491
   57 |  95.7509538325  84.7327657051  79.7521922803  75.6237484694  73.0100704702  71.0397132474  43.8161480964  42.4175902462  40.6459326283  38.0267409562  35.1305334291  29.5917673595
   58 |  97.0388285665  85.9501762451  80.9355918865  76.7778031561  74.1449636122  72.1598436985  44.6960289223  43.2827322911  41.4919544757  38.8435102751  35.9134579371  30.3048768165
   59 |  98.3242341347  87.1657113998  82.1174059402  77.9305238052  75.2786875866  73.2789323079  45.5769511981  44.1490422911  42.3393077301  39.6618593515  36.6982463549   31.020421842
   60 |  99.6072330698  88.3794189014  83.2976748772  79.0819444878  76.4112722775  74.3970057194  46.4588883002  45.0164904237   43.187958454  40.4817480428  37.4848515298  31.7383415943
   61 | 100.8878853069  89.5913444907  84.4764374428  80.2320978488  77.5427463173  75.5140894599  47.3418147201  45.8850481141  44.0378741269  41.3031378773  38.2732282623  32.4585777178
   62 | 102.1662483318  90.8015320308  85.6537307896  81.3810151889  78.6731371588  76.6302080045  48.2257060005  46.7546879631  44.8890235643  42.1259919583  39.0633331951  33.1810742033
   63 | 103.4423773199  92.0100236141  86.8295905673  82.5287265415  79.8024711422  77.7453848357   49.110538675  47.6253836809  45.7413768417  42.9502748755  39.8551247093  33.9057772583
   64 |  104.716325263  93.2168596602  88.0040510065  83.6752607427   80.930773557  78.8596424991  49.9962902134   48.497110025  46.5949052248  43.7759526226   40.648562829  34.6326351864
   65 | 105.9881430896  94.4220790079  89.1771449968  84.8206454977  82.0580687002  79.9730026549    50.88293897  49.3698427427  47.4495811043  44.6029925203  41.4436091315  35.3615982748
   66 | 107.2578797749  95.6257190001  90.3489041588  85.9649074412  83.1843799294  81.0854861256  51.7704641355  50.2435585174   48.305377935  45.4313631455  42.2402266644  36.0926186893
   67 | 108.5255824444  96.8278155637  91.5193589123  87.1080721953  84.3097297136   82.197112941  52.6588456928  51.1182349196  49.1622701792   46.261034264   43.038379868  36.8256503774
   68 | 109.7912964707  98.0284032833  92.6885385383  88.2501644219   85.434139679  83.3079023797  53.5480643754  51.9938503592  50.0202332543  47.0919767691   43.838034503  37.5606489758
   69 | 111.0550655627  99.2275154706  93.8564712387  89.3912078725  86.5576306534  84.4178730076  54.4381016283  52.8703840431  50.8792434833  47.9241626236   44.639157583   38.297571726
   70 | 112.3169318505 100.4251842288  95.0231841904  90.5312254349  87.6802227062  85.5270427149  55.3289395719  53.7478159343   51.739278049   48.757564805  45.4417173108  39.0363773938
   71 | 113.5769359639 101.6214405136  96.1887035973  91.6702391761  88.8019351869  86.6354287495  56.2205609683  54.6261267139  52.6003149504  49.5921572557  46.2456830201  39.7770261946
   72 | 114.8351171062 102.8163141891  97.3530547382  92.8082703831  89.9227867607   87.743047749   57.112949189  55.5052977456  53.4623329633  50.4279148346  47.0510251192   40.519479723
   73 | 116.0915131232 104.0098340819  98.5162620116  93.9453396012  91.0427954417  88.8499157708  58.0060881858  56.3853110424  54.3253116015  51.2648132734  47.8577150396   41.263700887
   74 | 117.3461605683 105.2020280298  99.6783489785  95.0814666692  92.1619786246  89.9560483193  58.8999624623  57.2661492356   55.189231082  52.1028291342  48.6657251869  42.0096538463
   75 | 118.5990947638 106.3929229297 100.8393384018  96.2166707535  93.2803531137  91.0614603731  59.7945570481  58.1477955452  56.0540722914  52.9419397705  49.4750288949  42.7573039534
   76 | 119.8503498575 107.5825447806 101.9992522839   97.350970379   94.397935151  92.1661664089  60.6898574737  59.0302337523  56.9198167547  53.7821232904  50.2856003829  43.5066176994
   77 | 121.0999588773 108.7709187258 103.1581119013  98.4843834593  95.5147404417  93.2701804252  61.5858497478  59.9134481734  57.7864466059  54.6233585216  51.0974147146  44.2575626623
   78 | 122.3479537817 109.9580690914 104.3159378385  99.6169273243  96.6307841794  94.3735159638  62.4825203353  60.7974236359  58.6539445601  55.4656249789  51.9104477601  45.0101074579
   79 | 123.5943655076 111.1440194229 105.4727500183 100.7486187464  97.7460810684  95.4761861307  63.3798561365   61.682145455  59.5222938875  56.3089028334  52.7246761599  45.7642216944
   80 | 124.8392240158 112.3287925203 106.6285677317 101.8794739654   98.860645346  96.5782036153  64.2778444682  62.5675994122  60.3914783887  57.1531728836  53.5400772911  46.5198759292
   81 | 126.0825583332 113.5124104704 107.7834096653 103.0095087122  99.9744908027  97.6795807085  65.1764730449  63.4537717345  61.2614823715  57.9984165274  54.3566292348  47.2770416272
   82 | 127.3243965933 114.6948946776  108.937293928 104.1387382303 101.0876308018  98.7803293206  66.0757299621  64.3406490758   62.132290629  58.8446157369  55.1743107464   48.035691123
   83 | 128.5647660743 115.8762658933 110.0902380749 105.2671772969 102.2000782976  99.8804609969  66.9756036794  65.2282184976  63.0038884187  59.6917530335  55.9931012265  48.7957975838
   84 | 129.8036932349 117.0565442434 111.2422591315 106.3948402427 103.3118458526 100.9799869337  67.8760830056  66.1164674527   63.876261443   60.539811465   56.812980694   49.557334975
   85 | 131.0412037483 118.2357492541 112.3933736153 107.5217409707 104.4229456542 102.0789179927  68.7771570836  67.0053837683  64.7493958307  61.3887745832  57.6339297603  50.3202780272
   86 | 132.2773225349 119.4138998772  113.543597557 108.6478929735 105.5333895299 103.1772647148  69.6788153771  67.8949556308  65.6232781192  62.2386264239  58.4559296054  51.0846022052
   87 | 133.5120737925 120.5910145128 114.6929465203 109.7733093503 106.6431889621 104.2750373331  70.5810476571   68.785171571  66.4978952379  63.0893514867  59.2789619543  51.8502836786
   88 | 134.7454810251 121.7671110322 115.8414356208 110.8980028227 107.7523551022 105.3722457856  71.4838439897  69.6760204501  67.3732344927  63.9409347163  60.1030090554  52.6172992937
   89 | 135.9775670712 122.9422067983 116.9890795436 112.0219857498 108.8608987833  106.468899727  72.3871947242  70.5674914469  68.2492835506  64.7933614852  60.9280536598  53.3856265469
   90 | 137.2083541292 124.1163186861 118.1358925606 113.1452701426 109.9688305335 107.5650085394   73.291090482   71.459574045  69.1260304255  65.6466175765  61.7540790017  54.1552435597
   91 | 138.4378637823 125.2894631016 119.2818885465 114.2678676772 111.0761605873 108.6605813436  74.1955221461  72.3522580208  70.0034634652  66.5006891682  62.5810687794  54.9261290542
   92 | 139.6661170227 126.4616559996 120.4270809939 115.3897897083 112.1828988969 109.7556270086  75.1004808505  73.2455334325  70.8815713379  67.3555628179  63.4090071376  55.6982623308
   93 | 140.8931342732 127.6329129011 121.5714830282 116.5110472809 113.2890551435 110.8501541618  76.0059579715  74.1393906092  71.7603430202  68.2112254485  64.2378786508  56.4716232462
   94 | 142.1189354094 128.8032489096 122.7151074212 117.6316511423 114.3946387467 111.9441711974  76.9119451175  75.0338201406  72.6397677859  69.0676643341  65.0676683067  57.2461921927
   95 | 143.3435397792 129.9726787268 123.8579666043 118.7516117534  115.499658875  113.037686286  77.8184341213  75.9288128676  73.5198351941  69.9248670874  65.8983614911  58.0219500786
   96 | 144.5669662231 131.1412166671 125.0000726813 119.8709392986  116.604124455 114.1307073821   78.725417031  76.8243598724  74.4005350794   70.782821647  66.7299439734  58.7988783092
   97 | 145.7892330918 132.3088766718 126.1414374401 120.9896436966 117.7080441796 115.2232422322  79.6328861028  77.7204524705  75.2818575415  71.6415162653  67.5624018923  59.5769587692
   98 | 147.0103582644  133.475672323 127.2820723643 122.1077346098 118.8114265174 116.3152983827   80.540833793  78.6170822015  76.1637929357  72.5009394977  68.3957217429  60.3561738055
   99 | 148.2303591651 134.6416168558 128.4219886438 123.2252214534 119.9142797199 117.4068831868   81.449252751  79.5142408216  77.0463318638  73.3610801913  69.2298903639  61.1365062104
  100 |  149.449252779  135.806723171 129.5611971858  124.342113404 121.0166118298 118.4980038111  82.3581358124  80.4119202955   77.929465165  74.2219274749  70.0648949254  61.9179392069
